transaction_id,customer_id,product,amount,date
12cdca63-895c-4414-8ba0-790745be9298,1852ec9e-aa49-4973-b63a-758370498bd5,Keyboard,888.76,2024-07-24
664a584b-fb05-42ff-8d9d-de5a437d4dff,783f1092-12e9-4ebe-bbcc-c7aff30076b5,Laptop,1434.43,2024-07-17
fdb9cab6-e485-4f25-b5c3-a34d95f8de14,4dc48c71-c81c-4059-83e0-90007aab6be0,Mouse,1118.46,2024-02-01
8826bb7b-7c3b-4899-9b41-5cb3258243ce,bf356616-f16e-487c-8d1e-e99bbe239471,Smartphone,1199.57,2024-08-28
647442a6-4150-4628-b5ba-e3ff7aa9c554,d92417f9-5c02-41fa-9009-dd4a9da1057b,Laptop,693.43,2024-11-25
a7d9b02c-0255-4a48-96e9-3aa86208da79,de373093-b0cc-45d4-aaf4-0669400eaeef,Mouse,404.87,2024-09-02
7e625fe1-a00e-45a5-9c3c-a5a5a576b02e,0deda1e0-40f8-4f0c-9b00-ba66628eb7f8,Smartphone,972.1,2024-05-22
43ee5c68-82eb-459f-aced-be77da098113,9e615263-13c5-4203-9889-ad0a9487e1bf,Keyboard,221.33,2024-08-03
553a90de-de70-41b7-8ccf-0cf21d7bdac2,2abdf927-5d3a-4ad1-add2-671ae1a0e019,Smartphone,1208.55,2024-07-02
5d3f7497-23f4-44e1-aa7b-1c5223acb8a6,921a6d09-2871-497e-910f-1fcaa3dc85e8,Smartphone,234.4,2024-04-17
aefd200e-5edf-467e-9b30-f203c617ddf6,5385ccd5-9e46-4821-81b1-beb3ec41bd74,Headphones,743.17,2024-10-26
9bd38c01-f3eb-4e10-ba2d-cd6dd316ab87,6a522e07-2d48-44d9-b087-93451e492d21,Mouse,626.4,2024-06-05
1cf4d5fd-c9fc-434c-b198-dd0dc4e04b5d,efbcfdfd-2e8d-4f2e-ae1b-343cefae8289,Keyboard,677.06,2024-10-07
84f5aa3c-7abe-4c60-93ba-cc8777e7f041,4c62c591-4787-40cf-8ed2-180a28327898,Mouse,22.88,2024-01-07
71f20476-b74c-4d88-a918-1fe6e097d41b,b1981ffd-dff6-46d6-973f-7522f0db0b50,Laptop,614.04,2024-04-12
7519abe0-c108-4dc2-8090-616c7c9b571d,493511fa-8d73-4048-b2eb-89bd1801953e,Keyboard,29.71,2024-01-16
e9d17f4f-87eb-4c43-a207-66d1801a6fc7,4e4cdbd5-0c96-4a88-a6f9-d68f6c9c1733,Mouse,30.61,2024-10-02
1a41c6fe-1a14-4ec2-bff7-a24669b73f6b,f80cb5c4-640a-4e00-a917-51bf815237e6,Headphones,58.9,2024-07-22
ceae88b5-db16-4491-bb19-84d82ee34c1b,2a1c784a-9bfa-4eb2-a974-1b5c39a08574,Headphones,674.7,2024-07-31
e4ef2299-9901-4acb-8a8e-8019802f92d2,29e06e09-5ba5-466c-ba12-77d234aaab88,Mouse,61.71,2024-09-27
58c8dcc1-aa95-44bb-bcae-de7710f42fd8,f3415498-1144-420c-8b2e-a89e23bab086,Keyboard,63.99,2024-09-06
d092a376-e8c7-463a-89a5-544d74e88041,0d46e1d5-ce8c-4817-81aa-a6c58d156dd8,Headphones,250.37,2024-04-07
01e2cd75-9fd3-45a0-94f0-e860229d4063,1963baff-9db6-4214-9fd1-00ddc9c2073c,Laptop,199.57,2024-06-05
9c3509e5-a855-494f-91b7-a0e3eb81aee0,0edd89e8-a8ff-42f7-8d92-f9a2bded166e,Laptop,213.79,2024-06-06
97dcfe26-d7af-4a70-8783-c627ddab415c,652c54dd-b873-4831-8f19-9fae81131359,Keyboard,736.11,2024-04-27
a50afe4e-b857-4e98-a31b-48a26a6d3d47,5c6ea9fb-02fa-4e5b-b117-e50878ebd43d,Smartphone,434.26,2024-11-25
efdd57ca-392a-48f5-bc56-d463fecfde7b,6c2799ec-dadb-4b10-ac31-f59c04c251d7,Smartphone,998.46,2024-09-15
c191fa57-baa0-4020-bda9-da16e3a05ad8,29679037-ec6e-4ebb-aafb-d4632b328afc,Headphones,1280.59,2024-10-30
807aef2d-28e3-45fb-920b-3b3b69240d6f,1f552a08-1971-4ca1-a9c3-e73f450d1572,Headphones,470.76,2024-06-29
31bd9b12-ab0c-4f09-90ce-ea9ab0417eba,5d871491-b386-4137-93c3-8703b1da9145,Mouse,386.88,2024-07-23
84d8ba6e-3321-4c05-a78c-aab260aa3dd4,9b9eaa70-a325-44fa-8fe6-6ce0a256589d,Smartphone,906.53,2024-05-04
e1fdf7fe-5032-4cde-9b10-d16e4b22b21f,4e4cdbd5-0c96-4a88-a6f9-d68f6c9c1733,Smartphone,966.41,2024-03-17
61038d36-c5ae-4cb0-ab4c-1d26bdb5abac,f3415498-1144-420c-8b2e-a89e23bab086,Headphones,146.09,2024-04-01
72306cb8-ed49-4715-b414-f17bb143bec8,7985597e-cfbc-4a4f-8082-67fe0199221d,Smartphone,1429.47,2024-02-26
9d7941bc-8ac6-4c8f-bf72-5f3a33bf015e,b1b4d43d-1c06-4ab7-9a39-e78354b5389c,Laptop,1100.79,2024-09-25
0c9875e7-4734-44c2-972e-5ca74db5fc4d,5d871491-b386-4137-93c3-8703b1da9145,Keyboard,1312.66,2024-05-20
4e78bdbe-288a-4385-8b62-578bc60ff662,9239201f-1794-40db-afe0-b2263bb31665,Keyboard,1273.93,2024-06-20
0dce805e-015c-4ad7-98d1-b46b8801a563,24bb0288-7834-4f2c-b658-50257479cfd0,Laptop,897.6,2024-01-18
4c7ed575-2dfd-4095-88d6-75780c1c9e61,74a3f659-ca35-44b0-b110-9ac1eefaf5d2,Laptop,747.5,2024-03-28
96deb15c-d544-4fb3-97b9-33ac0cffda51,140553c5-987d-4fc6-818e-9340029c2da9,Laptop,1106.75,2024-05-24
66305829-b545-4c72-b7f4-e8f0f820dcc8,c7cc7eb3-6ee6-4966-98de-ba4c7a07dbca,Mouse,189.31,2024-10-09
f85e7c31-d31e-4401-a6c0-6e457487384f,9f1f338c-7686-42df-a96d-3947462c1bc4,Laptop,607.87,2024-06-08
ebb89dd7-a72d-4130-9645-f5a34236ca51,72012cb4-9fa7-486e-be1f-5811a0b2646a,Mouse,765.72,2024-10-17
d1b804c0-6ae8-4fd9-8db0-84323d6595e5,bf544644-0706-4b82-b5e3-c00e5304b8b8,Mouse,898.29,2024-11-26
3bdd4900-a405-41b2-9fe5-a520f1eb8f9a,b2481ba0-517f-403b-94a3-60376f9f17a1,Headphones,1078.98,2024-07-31
a9ddc864-d3f4-4f28-9f4a-aa2cbd8f126e,a3cce44a-b5ed-4561-8c47-5685373747e9,Smartphone,130.37,2024-09-23
09d251ef-858a-4a27-bf65-7c94a992fb26,3b589fd3-4986-4dd0-84ab-7205aab550d8,Headphones,269.26,2024-09-11
e6e9333d-d9ec-40c7-a116-b32f6d21c644,9239201f-1794-40db-afe0-b2263bb31665,Mouse,1259.25,2024-07-09
a33ceb8f-c953-45b6-b562-a908bd62998e,44d9df83-c9ab-414d-b9d5-0fa3373d569a,Mouse,459.23,2024-09-03
1c0fb69a-21e9-4538-9c1d-c595ef1ae006,a72760da-4bd9-44a3-849c-a976b2e82c8c,Smartphone,670.77,2024-08-27
2c114a91-7f54-4018-8aef-e3dd56b64df0,9f136c4c-aff6-41ab-b82a-0be51d85d991,Laptop,1193.2,2024-01-25
dccfd5ef-6aae-4f2d-9ebc-23d14dd7fa3f,cc8ca180-d830-423b-add2-a7f82ddc6011,Headphones,776.32,2024-06-04
a5edda2e-551d-4021-b455-1dcc38039e4e,c3c50d75-85ca-453e-8bc7-ccb7a9aaa493,Smartphone,981.45,2024-08-14
add0a3a0-58c3-46b5-b694-56535589aec5,2abdf927-5d3a-4ad1-add2-671ae1a0e019,Keyboard,161.93,2024-07-23
6c69b5bc-4ba0-41a2-94f4-a361b8d8ed64,ec75aa9f-d33b-45d0-9322-cbc4c544b476,Laptop,336.5,2024-07-20
3f84b5ac-9bcf-41e1-b5cf-a83fbc4f891a,af0f4401-1afc-4450-be14-4d4c0d6ee545,Laptop,625.59,2024-02-20
c90ecc7c-eb76-4e67-aaf4-f5c447b19f2a,0dfb14fa-fc5a-4668-94d0-6c1b8679a2be,Laptop,710.39,2024-04-07
bbdeb45b-ea10-42ac-8d31-aaa291fbbcd0,74dbe715-dc5f-4658-add8-efb2878e012a,Smartphone,409.26,2024-04-12
4f791d25-ccfd-48af-a45a-d8f77f5b0987,3fa07119-afdf-4d3d-8d7e-18c93d8734f2,Laptop,87.61,2024-03-11
ec10c12c-289a-410e-9fa1-df05f3e23f51,df2d9388-70cb-4a08-ae39-157a2b291bd4,Laptop,362.77,2024-10-26
9e24593f-ddbc-4e6a-aed2-99d17a92e9cf,cc8ca180-d830-423b-add2-a7f82ddc6011,Keyboard,1029.25,2024-11-15
42a9d007-c6b0-4509-8111-5117ea64b891,1f552a08-1971-4ca1-a9c3-e73f450d1572,Smartphone,923.51,2024-10-31
08aaeb7c-443a-41b3-894d-93471b58b7c0,7985597e-cfbc-4a4f-8082-67fe0199221d,Mouse,262.33,2024-08-15
b4de8382-097c-48ad-bd06-79af327aecb4,d4b5bb62-e35a-46df-b28d-6b4728888a34,Headphones,1461.29,2024-08-12
27ebfb10-3422-4365-b6ab-756e7755d4a5,f3537b9e-9b23-41be-9f71-396854f11cad,Mouse,851.47,2024-10-13
15a8694b-0c5e-4408-a540-87f2143b1840,8a6a90d4-bdb6-4c15-ae15-2599f5acd896,Headphones,43.95,2024-04-27
66e6a459-354e-4af1-9d11-843a3b46a4df,de373093-b0cc-45d4-aaf4-0669400eaeef,Headphones,1399.35,2024-06-02
6d1c9cd9-63da-4575-b52a-84918cc6f0b0,02bf4ee3-9817-4052-aff8-d8757727791f,Smartphone,326.65,2024-07-04
6f6b7d2d-773a-4deb-a32d-a829be27adbb,52546a10-8142-4148-9c0d-9ecf30d5e6ab,Headphones,1333.77,2024-08-20
95ca9506-6bd8-4d3a-a916-bbdb447406d0,db514b84-790d-4995-b21d-93e5cebf18de,Laptop,150.66,2024-10-29
777e41c0-76ac-4a4e-b69f-e9f9d03c9f64,1d6063d5-9148-42d3-b0c3-626d7da3e424,Smartphone,1314.99,2024-08-08
4c40ee23-4590-4d48-bdd3-a17d99a91a60,b0d07e86-fb3e-4313-bbe5-97f943b5d594,Smartphone,581.01,2024-03-21
ae77bc55-0eeb-47e5-b6ef-79f1f33633c8,c1079cbc-b234-4bb5-8cce-86a2d7bf6bb7,Laptop,1412.27,2024-02-02
a46f7cd0-0605-456e-9839-3810a65daae1,2bc6396c-1302-43fe-9cde-a96bb2d3e8cf,Keyboard,1009.81,2024-07-19
1444216a-8cab-4e7e-aa14-94db779b3868,df2d9388-70cb-4a08-ae39-157a2b291bd4,Mouse,1162.42,2024-10-31
67a414dd-6d0a-4404-b3dd-a47cbbf85a46,3fa07119-afdf-4d3d-8d7e-18c93d8734f2,Keyboard,1365.46,2024-08-10
ca136c62-1cbc-4262-bf10-ac4085312b57,d92417f9-5c02-41fa-9009-dd4a9da1057b,Headphones,950.31,2024-04-22
aa68676d-d5fd-44d6-a2aa-609e24a8e29b,27247ed3-6f0f-4a58-a200-e819f8b61198,Smartphone,133.61,2024-06-01
0a476a7d-4d63-4fb5-88f7-6634c1b9cb8a,9f136c4c-aff6-41ab-b82a-0be51d85d991,Smartphone,53.53,2024-04-28
094eb24e-8e24-4734-bc8d-0fd326b2c20f,02bf4ee3-9817-4052-aff8-d8757727791f,Keyboard,21.85,2024-11-18
26fa1e75-d86c-4c5c-a946-83f656c8ee2e,74dbe715-dc5f-4658-add8-efb2878e012a,Headphones,961.42,2024-04-27
ec444bae-bc52-4d94-bbd5-278e2507d7a7,a1def298-f301-46f0-9c87-462f1818f4c5,Mouse,782.71,2024-09-04
334e35e7-cdae-49fd-8cc1-38d8f14fd205,02bf4ee3-9817-4052-aff8-d8757727791f,Headphones,882.24,2024-04-22
85693872-89f4-4248-87e8-470991398cd4,2f43d78b-1f1c-441c-bbcf-dc501afe47a5,Laptop,629.59,2024-02-20
4a5eccd5-8c88-43f9-922d-4243e93abdda,94317abf-fb74-4a5c-9386-985b080a11ed,Keyboard,212.45,2024-09-14
6d1f97fc-a67b-4c5e-8527-784b62c06b73,33ec9d50-608f-45b5-9524-137610b71e2f,Smartphone,605.86,2024-04-07
61b4eacf-d058-4888-9ef8-79cefb72d206,0d46e1d5-ce8c-4817-81aa-a6c58d156dd8,Smartphone,1474.06,2024-08-09
70db47cf-b049-4132-9396-9fc93079e93d,f80cb5c4-640a-4e00-a917-51bf815237e6,Headphones,755.8,2024-01-06
5a758ad4-3106-401b-aa91-47b22ff59b91,cff271b0-cb3b-4011-96bb-85d0310ccbdc,Headphones,191.15,2024-05-31
6c367f4a-d371-4470-a89e-397a971d83ba,5d871491-b386-4137-93c3-8703b1da9145,Mouse,1179.97,2024-08-31
7a967d81-4b9c-4fb5-aada-9a1de18a74f3,5385ccd5-9e46-4821-81b1-beb3ec41bd74,Keyboard,961.32,2024-03-24
60d5e5dd-5bc7-465e-a3c6-a1afe19376a8,c7cc7eb3-6ee6-4966-98de-ba4c7a07dbca,Smartphone,218.26,2024-10-22
09eb58be-1e6b-4895-8bf9-19a39c14cabe,7fe4318a-4303-4c0b-a311-feb13db1efed,Laptop,1133.47,2024-11-16
d4c23de9-7940-4e3e-a099-2551e78f848e,ec18df71-b768-4f4d-a46a-c20cf5a25b02,Keyboard,104.8,2024-02-22
2f1a7ef2-1fc8-4993-b18c-d1d184f81e54,2b80d829-12af-446b-9337-ef3a01557d9f,Headphones,1002.95,2024-11-20
d879285e-c336-4935-9c48-0c758ed6aead,9e1fc3d0-65f2-48cb-a9e1-775c34a9d409,Headphones,1320.2,2024-07-06
deff4274-1904-4f57-9052-659033eed572,f3415498-1144-420c-8b2e-a89e23bab086,Laptop,973.39,2024-04-09
b416c327-483f-4dcc-af60-d288ab7ec132,31cbaa0d-95c2-4fdb-92c7-692d5ad10a57,Mouse,287.44,2024-10-06
a37c8011-b680-48e2-8e52-e04a83a09921,d8b9a0f4-45a3-448d-9bfc-870fb189b683,Smartphone,519.52,2024-05-07
ea1ab252-059f-4b5e-b638-f5360acd4799,90ea08ea-e0e9-434f-bf35-031b769e369d,Smartphone,848.03,2024-02-28
ee2ae0fa-7ce0-45c1-a827-7170498639ec,1963baff-9db6-4214-9fd1-00ddc9c2073c,Laptop,390.93,2024-04-29
d0969b7b-f31d-4825-ade0-6c1e178bc395,b7be21d1-829b-49a1-9238-082b7d1c0176,Laptop,737.12,2024-05-11
ae5dd056-5fbd-4fe8-bc47-e8dcbca162e8,958f5ae1-a61e-4bdb-b482-f48218f2464c,Headphones,1191.79,2024-04-05
8c7ade1e-556c-4097-8727-ad5324e6defb,5d8c4485-2a4b-428e-bb81-eaf25014961b,Mouse,606.68,2024-10-01
205931ee-8d19-4887-a298-ace5e4250309,ae4aba19-3b8e-4e03-a1d9-d511429e264c,Keyboard,1249.21,2024-04-23
3f4832cf-9d12-413f-bf90-74b16ccb0937,5d871491-b386-4137-93c3-8703b1da9145,Smartphone,689.26,2024-08-22
367659fe-4824-4f5b-9c41-3537b5e48a8c,6f62e778-5447-4778-961b-9ea349d23a7a,Laptop,460.76,2024-04-30
bdc9bfb3-c1a8-456e-ab20-e30f536bf5fc,df2d9388-70cb-4a08-ae39-157a2b291bd4,Headphones,476.58,2024-04-22
6e699be2-3232-418e-bb96-aa77754b774d,a19dbe41-e325-4951-9b2c-a6e442e5d991,Laptop,1238.11,2024-09-30
ec1f2c14-0b6d-42cc-9ba5-6aebabe177f8,1852ec9e-aa49-4973-b63a-758370498bd5,Keyboard,70.48,2024-04-09
676a681b-dcc2-4c84-b42f-1e07d63eed59,b9af0282-4ff7-4822-9b73-b409b6736785,Mouse,49.75,2024-11-24
e3d40fdd-156e-4219-b5c9-8a4fc8f942cf,c5a52b5c-4c30-470d-b04d-d923fa7cadb1,Mouse,900.55,2024-10-31
063abc22-f0da-4bcc-bccb-89b32cd94ac8,5d8c4485-2a4b-428e-bb81-eaf25014961b,Keyboard,1305.83,2024-10-15
82bad7d8-5700-4851-bfc7-a3b96f510939,c3aa5766-f71a-45fb-a378-dc230f2464a1,Laptop,319.74,2024-02-05
5d7050e7-3f43-48ae-b9f4-b6dd1bd9e6d5,493511fa-8d73-4048-b2eb-89bd1801953e,Laptop,1332.49,2024-03-30
0147eb7c-2606-4c4c-add8-f32a86621c96,967c2b8b-9242-4d95-83b2-3a344140dd64,Smartphone,367.18,2024-07-09
592b2f36-1b35-4741-8cf9-eb8a7fcc96c6,1852ec9e-aa49-4973-b63a-758370498bd5,Smartphone,1357.45,2024-08-20
fcd2e50d-c591-41f0-a3b2-54f621fa54fa,f3537b9e-9b23-41be-9f71-396854f11cad,Mouse,254.22,2024-09-17
337d0dc5-8cc1-487e-8d86-c5cb136522e7,3684cd30-1115-4634-8bb1-e69122a0f4fc,Smartphone,120.5,2024-11-03
4a7103df-7606-4aa4-a1e4-a439648558fe,179b2798-a3e4-420e-a810-59ed1ff4e539,Mouse,923.95,2024-09-22
91f525f8-e6ea-4ed3-aef5-23b753cb517b,5c6ea9fb-02fa-4e5b-b117-e50878ebd43d,Mouse,188.27,2024-03-10
143e696e-7da7-4abf-9ebd-da7913d5e01b,9239201f-1794-40db-afe0-b2263bb31665,Laptop,1215.09,2024-09-24
7f96db3c-7c79-4c1a-a2ae-0c5ab9597d58,4b70caad-543a-4cf9-b445-906c98439e1e,Smartphone,243.75,2024-05-24
162309bd-0305-4c62-9a1e-088b4a23fb1e,354f8c12-cf43-4fbd-a091-0f96d85d0579,Headphones,934.99,2024-08-15
b5700498-568e-4eb8-bcea-f462f61a5e58,796cc5f3-2dd8-4a93-bcd5-67b13f3598a5,Headphones,1259.34,2024-03-06
aca3fa65-3076-48cd-b75f-437b2055292b,48583f07-e6e9-41a0-9c81-f85d66f8709c,Smartphone,53.3,2024-03-25
474a6adb-00b8-4ee8-84cd-540a46de6f0f,24bb0288-7834-4f2c-b658-50257479cfd0,Smartphone,823.44,2024-08-20
3b385799-f516-4676-8ba0-e220ec0316d3,a8f46cbd-1400-4409-81f0-f35c57d8a3d0,Laptop,1224.02,2024-08-14
f904c22f-8b6e-4857-a31a-e3d0abc22078,b2481ba0-517f-403b-94a3-60376f9f17a1,Smartphone,720.01,2024-05-27
a422baed-c7e9-4694-bbfa-921e88d23a58,6c2799ec-dadb-4b10-ac31-f59c04c251d7,Headphones,843.11,2024-07-28
326ce752-0f9d-4734-890b-f3d29925352f,dec0bfe5-7fb8-4c7b-baa4-6fcfb0e9b08e,Keyboard,1249.32,2024-09-15
1cb4abab-a16c-495b-b822-c922a1789a97,5c6ea9fb-02fa-4e5b-b117-e50878ebd43d,Mouse,215.78,2024-07-12
74a7b0d2-b656-46b1-b06b-2d5a98b0c54b,d4d2b549-adba-41d6-a9f3-c433122e7bb4,Keyboard,125.11,2024-05-01
cd140867-5205-4976-886f-b4cf0dbd671c,3fa07119-afdf-4d3d-8d7e-18c93d8734f2,Keyboard,540.29,2024-11-13
7dd95323-a2bd-44c8-83ad-70dbd03f952a,a19dbe41-e325-4951-9b2c-a6e442e5d991,Smartphone,467.64,2024-08-27
61c8517b-32f2-451e-a7e0-06d29f372081,8033e1d1-bee5-4915-954a-f2ee533d5071,Mouse,744.38,2024-01-13
f3455c9c-3910-41b1-891e-c8612a4662bc,9e1fc3d0-65f2-48cb-a9e1-775c34a9d409,Mouse,1125.92,2024-03-07
3b15b5d0-c917-4f8b-92f7-2c2ea7da6fb8,2bc6396c-1302-43fe-9cde-a96bb2d3e8cf,Headphones,685.62,2024-07-11
df7ae9d9-34fe-4dbe-b65c-05f1277f4355,1699f9fd-83a8-4a3d-8b4f-a9be10264131,Headphones,1457.91,2024-09-17
2e9379b5-52ea-40c4-9e51-2578c973ddc5,622768a3-0d78-46d1-aff1-711540a328a9,Keyboard,1208.0,2024-01-04
78d5b517-9043-40c1-8e8c-cbfeff328e68,d822ddfd-cff1-4775-95c6-d2f1a6a14bb8,Laptop,539.7,2024-08-10
0eeb586f-be2c-4a5d-bb57-0310b4327579,1d6063d5-9148-42d3-b0c3-626d7da3e424,Mouse,1128.26,2024-07-28
792cec1f-b009-4b06-9812-a5f9267adf3b,7fe4318a-4303-4c0b-a311-feb13db1efed,Headphones,508.66,2024-05-24
01f3bc8a-0078-4aff-9965-a09a7804eef5,4e296ad6-448f-4eca-b922-716373724c64,Keyboard,478.99,2024-06-06
3b5e9ed5-635f-4526-b3ce-f1f0af920a05,d92417f9-5c02-41fa-9009-dd4a9da1057b,Laptop,845.69,2024-01-09
b3299a49-7aa0-43b3-9579-c4f0d4e25f0c,9239201f-1794-40db-afe0-b2263bb31665,Smartphone,512.84,2024-06-04
12921424-ca1e-486a-887d-32e9c15f9515,72987c05-7d9b-4c0f-96fa-6e42757a4ad9,Laptop,435.59,2024-08-05
149cb353-a125-4bc4-9c59-c570321076a9,cc8ca180-d830-423b-add2-a7f82ddc6011,Mouse,1401.98,2024-10-15
dc891d3f-7b66-446a-aa31-c4e8c74612b8,c3c50d75-85ca-453e-8bc7-ccb7a9aaa493,Smartphone,1141.78,2024-08-30
6d2dadee-be56-4d74-8c8b-5ccaae244282,c378615d-d83e-46da-97e5-223837957a8d,Laptop,960.81,2024-01-02
746c8148-0db0-4684-95ac-c673a7784fb9,a1def298-f301-46f0-9c87-462f1818f4c5,Keyboard,851.19,2024-02-24
36959c09-f2ad-4f5e-a3d3-033bd63171b8,054fde3a-6f42-4fb9-a399-d733434d18b7,Mouse,390.4,2024-10-30
e2eff2f8-b7de-4bec-ad22-174765761a9c,3230acf6-2987-4912-934c-a5df2fea919b,Smartphone,956.04,2024-10-19
222daef9-f5cc-4ad2-8b98-390a3205dc5d,3fa07119-afdf-4d3d-8d7e-18c93d8734f2,Smartphone,491.41,2024-11-14
1d56c90f-e91e-46b1-8994-054f5ae88274,dd926144-af41-496b-a73e-aff94db2a292,Keyboard,946.93,2024-08-08
2da63c1c-8630-4fdb-b988-28fcaaa1690d,5560b09b-3776-4f84-ab39-debbe4f8450b,Laptop,1413.64,2024-02-15
40c20faf-82a6-4d59-872e-a1b6ed1fa488,d106b6da-4936-4ab4-aebc-99d46f549d44,Headphones,1073.66,2024-06-15
3d02f1b6-6919-4f26-b049-1f7c54c9f909,9681dfbc-c16a-426b-bd41-50153ef63a64,Keyboard,219.03,2024-02-26
ae2dd98b-1005-4e1e-a052-e658aa3589e0,d4b5bb62-e35a-46df-b28d-6b4728888a34,Mouse,992.66,2024-10-30
86cb79de-48c7-4236-b133-63daea6489a0,f3537b9e-9b23-41be-9f71-396854f11cad,Laptop,655.59,2024-07-27
031abc9d-86fe-47b9-871e-441eaa65e8dd,796cc5f3-2dd8-4a93-bcd5-67b13f3598a5,Smartphone,1330.41,2024-04-07
8df22560-32c8-4198-8098-6dd804dd9a4c,6bd299ec-b5b7-46fc-92b7-530277b3e5bd,Smartphone,1206.35,2024-04-21
9119ddbc-9caa-4553-b849-a988e6c81713,44d9df83-c9ab-414d-b9d5-0fa3373d569a,Mouse,246.2,2024-04-23
ed62a29d-7806-4f11-bc2e-cb06a0035ed3,dd926144-af41-496b-a73e-aff94db2a292,Mouse,418.47,2024-07-17
f6c0b208-8637-485f-845d-4a13e91d070c,cc8ca180-d830-423b-add2-a7f82ddc6011,Mouse,1331.22,2024-04-07
a6e22bff-5f7d-479e-907f-f43eaffbca16,efbcfdfd-2e8d-4f2e-ae1b-343cefae8289,Mouse,322.58,2024-02-21
89240a56-3239-4482-bcf6-30af6206ab54,d895d052-a361-47c4-965c-997d392522e4,Keyboard,516.22,2024-06-28
f6a8753e-30c2-45cf-afa6-1037d70f5e9d,a8f46cbd-1400-4409-81f0-f35c57d8a3d0,Headphones,97.94,2024-01-14
4e97f7a2-3259-46aa-8327-6a6c35fd498d,5b50e421-9a48-424e-8eaa-532f81f59c40,Headphones,289.13,2024-08-03
16ac175c-cb6a-400c-8b86-95ae354f78e1,6c1220c2-3c16-4d23-817b-64214ddb6663,Keyboard,275.49,2024-09-18
3567100d-5dd9-4934-9731-9db9d386899e,b561b50a-5b54-43d7-a1aa-25737e622af3,Mouse,556.22,2024-10-11
4675545e-3150-4470-800a-0bf410a37798,0c4abc5e-cd1f-45b0-a2bf-16febb4f7309,Keyboard,284.48,2024-01-20
f2438589-a206-4f26-b316-dcb917f45075,555464d1-6beb-45d2-b294-28be515282f0,Smartphone,140.59,2024-08-07
628673be-c51f-483d-ac2f-004f1329dbe6,5b50e421-9a48-424e-8eaa-532f81f59c40,Laptop,603.38,2024-10-02
d21d349b-31a2-42a3-ad77-661a68a42fa0,9e615263-13c5-4203-9889-ad0a9487e1bf,Keyboard,659.6,2024-06-16
5fbd33bb-4ccc-4f36-9563-3ac9223b2210,8537bc07-82a9-4526-b232-d02e08f33c36,Smartphone,1228.4,2024-01-16
dd193d36-66d9-4c55-a65e-eef9356c62d1,a19dbe41-e325-4951-9b2c-a6e442e5d991,Mouse,1346.61,2024-04-13
b7dee20d-becb-42cf-8389-3f2b229d458d,179b2798-a3e4-420e-a810-59ed1ff4e539,Smartphone,703.41,2024-03-02
